-1.011983842630252184e+03,1.000367511981418156e+00,7.967272633782858729e-04
-1.009983875015204831e+03,1.002064093314509075e+00,7.978105667850099100e-04
-1.007983907402449404e+03,1.000293028755712577e+00,7.977098928190775283e-04
-1.005983939705874946e+03,1.000942729504980422e+00,7.967916799926850254e-04
-1.003983972092137265e+03,1.000806627312520458e+00,7.961892926243182124e-04
-1.001984004478072166e+03,1.000517759869595347e+00,7.961876361970907350e-04
-9.999840368653167388e+02,1.001065661808584917e+00,7.981746740292564729e-04
-9.979840691687422805e+02,1.000849311905640970e+00,7.966712515983369889e-04
-9.959841015540223452e+02,1.001197342794535983e+00,7.974590361178602585e-04
-9.939841339389749919e+02,1.000825337831898976e+00,7.963582482015136438e-04
-9.919841662424005335e+02,1.001511542383666242e+00,7.966785521479688307e-04
-9.899841986296451068e+02,1.001297708377023366e+00,7.979556575402993760e-04
-9.879842310159074259e+02,9.999764445745563668e-01,7.980550431739437921e-04
-9.859842633180232951e+02,1.000129778058323815e+00,7.984973092436613946e-04
-9.839842957052678685e+02,9.999244382781312668e-01,7.982843663212047230e-04
-9.819843280086934101e+02,1.000559469081148789e+00,7.964892286507919278e-04
-9.799843603949557291e+02,1.000213606346708861e+00,7.959528529748949787e-04
-9.779843926964167622e+02,9.992146512688457882e-01,7.964574497876883040e-04
-9.759844250823516631e+02,1.001641984126388163e+00,7.970989779179472401e-04
-9.739844573857772048e+02,1.000675052918306607e+00,7.967242572696139891e-04
-9.719844897720395238e+02,1.000194200643178100e+00,7.965807615923952345e-04
-9.699845220744828111e+02,9.993158338340774050e-01,7.963875730983544345e-04
-9.679845543775809347e+02,9.996792555174520700e-01,7.962134641920070319e-04
-9.659845867648255080e+02,1.000489904608498071e+00,7.985847317917744992e-04
-9.639846190672687953e+02,1.000578447359067980e+00,7.980238164532493274e-04
-9.619846514535311144e+02,9.990757481294966214e-01,7.961472684520673037e-04
-9.599846837556469836e+02,1.001429302000164112e+00,7.979312405759842516e-04
-9.579847160580902710e+02,1.000942847023076787e+00,7.963829719116116224e-04
-9.559847483605335583e+02,9.997678140529544510e-01,7.967449932845348639e-04
-9.539847807467958773e+02,1.000856578012651488e+00,7.971909403036466077e-04
-9.519848130492391647e+02,1.000087609035887004e+00,7.972749886481484251e-04
-9.499848453523372882e+02,9.998987784208470675e-01,7.966333991687328314e-04
-9.479848776557628298e+02,1.001008457121435047e+00,7.980238778024058765e-04
-9.419849746456020512e+02,9.992457268567325190e-01,7.964816213553771234e-04
-9.399850069490275928e+02,9.999843696860493125e-01,7.973386077235121135e-04
-9.379850392514708801e+02,1.000441000406961045e+00,7.972011856127938926e-04
