toi_id,hostname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2
5049.0,TOI 5049,5508.0,131.9,131.9,1.08,0.06,0.06
5039.0,TOI 5039,5709.0,122.0,122.0,1.8,,
5051.0,TOI 5051,4708.0,124.8,124.8,1.13,0.08,0.08
5057.0,TOI 5057,4520.0,122.0,122.0,2.85,,
5052.0,TOI 5052,5496.0,129.2,129.2,1.07,0.06,0.06
507.0,TOI 507,3338.0,64.0,64.0,0.505078,0.0152355,0.0152355
5077.0,TOI 5077,5641.0,128.1,128.1,1.97,0.1,0.1
5082.0,TOI 5082,5670.0,110.1,110.1,0.93,0.04,0.04
5078.0,TOI 5078,4595.0,122.2,122.2,0.68,0.05,0.05
5084.0,TOI 5084,4544.0,122.0,122.0,0.75,0.06,0.06
5091.0,TOI 5091,6832.0,197.284,197.284,1.5,0.08,0.08
5099.0,TOI 5099,6761.32,121.447,121.447,2.0669501,0.0853669,0.0853669
510.0,TOI 510,5915.0,191.0,191.0,1.29,0.06,0.06
5102.0,TOI 5102,3739.0,157.0,157.0,0.633946,0.0300458,0.0300458
5100.0,TOI 5100,6028.0,131.193,131.193,1.3226399,0.0649296,0.0649296
5103.0,TOI 5103,6242.0,123.7,123.7,1.63,0.08,0.08
5105.0,TOI 5105,6355.8,103.2,103.2,2.11,0.11,0.11
5113.0,TOI 5113,6113.0,192.4,192.4,1.39,0.07,0.07
5117.0,TOI 5117,6247.5,109.3,109.3,1.16,0.05,0.05
5108.0,TOI 5108,5880.0,130.1,130.1,1.32,0.07,0.07
5122.0,TOI 5122,6148.7,149.0,149.0,1.34,0.09,0.09
5125.0,TOI 5125,6710.0,142.9,142.9,1.55,0.07,0.07
5118.0,TOI 5118,6635.0,234.1,234.1,1.57,0.07,0.07
5129.0,TOI 5129,6178.0,135.5,135.5,1.19,0.06,0.06
5128.0,TOI 5128,7642.0,138.8,138.8,1.99,0.08,0.08
5130.0,TOI 5130,6224.0,135.5,135.5,1.2,0.05,0.05
5139.0,TOI 5139,3859.0,157.0,157.0,0.6,0.02,0.02
5143.0,TOI 5143,5296.38,107.392,107.392,0.85412,0.0427136,0.0427136
5147.0,TOI 5147,5174.39,100.009,100.009,0.88,0.04,0.04
5148.0,TOI 5148,5447.0,126.6,126.6,1.91,0.1,0.1
5159.0,TOI 5159,5259.0,119.5,119.5,0.854084,0.0465779,0.0465779
516.0,TOI 516,3109.0,98.0,98.0,0.202,0.046,0.046
5160.0,TOI 5160,5653.3,111.1,111.1,1.03,0.05,0.05
5166.0,TOI 5166,5502.0,135.3,135.3,0.89,0.05,0.05
5175.0,TOI 5175,4797.5,34.9666,34.9666,1.06192,,
5177.0,TOI 5177,6183.0,128.3,128.3,1.68,0.08,0.08
5169.0,TOI 5169,5002.0,120.069,120.069,0.78,0.05,0.05
5179.0,TOI 5179,5702.0,129.2,129.2,1.02,0.05,0.05
5180.0,TOI 5180,6976.0,161.0,161.0,1.71,0.09,0.09
5192.0,TOI 5192,6121.7,109.4,109.4,1.74,0.08,0.08
520.0,TOI 520,7450.0,211.0,211.0,1.52949,0.054392,0.054392
5201.0,TOI 5201,5704.0,123.0,123.0,1.48,,
5208.0,TOI 5208,6164.0,,,1.31,,
5214.0,TOI 5214,5840.8,140.2,140.2,2.53,0.15,0.15
5217.0,TOI 5217,6029.0,204.2,204.2,2.45,0.2,0.2
5218.0,TOI 5218,3937.0,157.0,157.0,0.675707,0.0205381,0.0205381
522.0,TOI 522,7381.0,80.0,80.0,1.86219,0.0693166,0.0693166
5220.0,TOI 5220,6655.0,122.0,122.0,1.58,,
5222.0,TOI 5222,8104.0,153.6,153.6,2.26,0.11,0.11
5227.0,TOI 5227,5824.6,158.2,158.2,1.3,0.06,0.06
5223.0,TOI 5223,6424.0,122.0,122.0,1.53116,,
5232.0,TOI 5232,6212.0,128.4,128.4,1.74,0.08,0.08
5229.0,TOI 5229,5087.5,153.5,153.5,0.97,0.06,0.06
5242.0,TOI 5242,5074.0,123.6,123.6,0.85,0.05,0.05
5239.0,TOI 5239,5969.0,130.2,130.2,1.24,0.06,0.06
5243.0,TOI 5243,5995.0,145.8,145.8,1.81,0.09,0.09
5253.0,TOI 5253,5500.1,172.7,172.7,1.02,,
5264.0,TOI 5264,6812.0,192.4,192.4,1.92,0.09,0.09
5274.0,TOI 5274,4310.0,122.0,122.0,0.76,,
5280.0,TOI 5280,6543.2,284.3,284.3,1.88,0.17,0.17
5281.0,TOI 5281,5865.0,123.0,123.0,1.47,,
5285.0,TOI 5285,4076.0,121.0,121.0,0.76,0.07,0.07
5302.0,TOI 5302,4794.0,122.0,122.0,0.81,,
5303.0,TOI 5303,6480.0,122.0,122.0,1.39,,
5305.0,TOI 5305,5921.4,101.4,101.4,1.37,0.07,0.07
5306.0,TOI 5306,5807.7,172.3,172.3,1.31,0.08,0.08
5307.0,TOI 5307,4031.0,127.2,127.2,0.62,0.06,0.06
5310.0,TOI 5310,4329.8,104.0,104.0,0.81,0.06,0.06
5314.0,TOI 5314,6143.0,122.0,122.0,1.05,,
5316.0,TOI 5316,5849.8,24.8,24.8,1.61,,
5278.0,TOI 5278,3349.0,157.0,157.0,0.383284,0.0118038,0.0118038
5315.0,TOI 5315,3333.0,157.0,157.0,0.43,0.02,0.02
5324.0,TOI 5324,4738.0,122.0,122.0,0.75,,
5330.0,TOI 5330,6701.0,108.6,108.6,1.38,0.06,0.06
5317.0,TOI 5317,5981.3,111.8,111.8,1.31,0.06,0.06
5343.0,TOI 5343,5156.0,227.0,227.0,0.69,0.04,0.04
5348.0,TOI 5348,6622.0,166.1,166.1,1.49278,0.0784222,0.0784222
5351.0,TOI 5351,6182.0,125.3,125.3,1.64,0.09,0.09
5352.0,TOI 5352,6396.0,177.7,177.7,1.36,0.06,0.06
5357.0,TOI 5357,5504.0,332.4,332.4,1.06,0.07,0.07
5354.0,TOI 5354,5850.0,128.2,128.2,1.41,0.08,0.08
5356.0,TOI 5356,6577.4,111.2,111.2,2.0,0.1,0.1
5358.0,TOI 5358,4636.3,110.2,110.2,0.802524,0.0636332,0.0636332
5359.0,TOI 5359,3174.0,157.0,157.0,0.47,0.02,0.02
5365.0,TOI 5365,6080.3,136.6,136.6,2.76,0.17,0.17
5370.0,TOI 5370,6350.0,343.9,343.9,1.5,0.08,0.08
5371.0,TOI 5371,4671.0,123.0,123.0,1.03,,
5372.0,TOI 5372,5776.1,125.1,125.1,1.6,0.09,0.09
5375.0,TOI 5375,3865.0,157.0,157.0,0.633426,0.0187028,0.0187028
5381.0,TOI 5381,6802.3,102.5,102.5,2.68185,0.109739,0.109739
5377.0,TOI 5377,6803.0,,,1.62,,
5382.0,TOI 5382,6277.0,131.8,131.8,1.72,0.08,0.08
5383.0,TOI 5383,6768.0,125.338,125.338,1.47,0.06,0.06
5376.0,TOI 5376,6417.0,124.477,124.477,2.87,0.14,0.14
5385.0,TOI 5385,6238.0,124.118,124.118,2.0792,0.103347,0.103347
5387.0,TOI 5387,7531.0,126.157,126.157,1.52,0.05,0.05
5388.0,TOI 5388,3495.0,157.0,157.0,0.31,0.01,0.01
539.0,TOI 539,4836.0,178.0,178.0,0.813125,0.0531332,0.0531332
5391.0,TOI 5391,5961.0,118.2,118.2,1.02,0.05,0.05
5395.0,TOI 5395,6269.0,129.2,129.2,1.17,0.05,0.05
5402.0,TOI 5402,4363.0,130.663,130.663,0.677839,0.0593291,0.0593291
5406.0,TOI 5406,7110.0,122.0,122.0,1.59,,
5403.0,TOI 5403,5311.7,181.4,181.4,0.95,0.08,0.08
5407.0,TOI 5407,6606.6,131.3,131.3,1.36,0.07,0.07
5409.0,TOI 5409,6078.0,122.0,122.0,1.3,,
5423.0,TOI 5423,4964.8,105.8,105.8,0.76036,0.042299,0.042299
5412.0,TOI 5412,6419.6,143.5,143.5,1.68,0.09,0.09
5427.0,TOI 5427,6042.1,117.6,117.6,1.27,0.07,0.07
5432.0,TOI 5432,5612.0,124.4,124.4,1.48,0.08,0.08
5433.0,TOI 5433,3981.0,157.0,157.0,0.71,0.02,0.02
5441.0,TOI 5441,6642.2,191.5,191.5,1.45,,
5443.0,TOI 5443,6960.9,153.6,153.6,1.53,0.09,0.09
5446.0,TOI 5446,6544.0,126.8,126.8,1.5335,0.0749346,0.0749346
5455.0,TOI 5455,5903.0,122.0,122.0,1.67,,
5466.0,TOI 5466,6709.0,173.0,173.0,1.41,0.06,0.06
5476.0,TOI 5476,5732.6,31.8,31.8,1.01,,
5477.0,TOI 5477,5508.0,122.0,122.0,0.82,,
5478.0,TOI 5478,5656.0,124.9,124.9,1.75,0.1,0.1
327.0,TOI 327,5960.0,123.0,123.0,1.31971,,
328.0,TOI 328,6074.0,133.7,133.7,1.20333,0.0626834,0.0626834
345.0,TOI 345,5136.0,122.0,122.0,0.903365,,
363.0,TOI 363,5177.0,130.0,130.0,0.99,0.06,0.06
494.0,TOI 494,4985.0,114.0,114.0,0.8,0.05,0.05
512.0,TOI 512,5581.0,187.0,187.0,0.882675,0.048995,0.048995
581.0,TOI 581,10585.0,259.9,259.9,1.84,0.06,0.06
583.0,TOI 583,10902.0,307.7,307.7,1.72,0.05,0.05
587.0,TOI 587,9333.0,286.1,286.1,2.0411401,0.0581056,0.0581056
697.0,TOI 697,5447.0,185.0,185.0,0.968149,0.0515628,0.0515628
739.0,TOI 739,6083.61,125.0,125.0,1.1584001,,
805.0,TOI 805,3376.0,,,0.281129,0.0085697,0.0085697
873.0,TOI 873,3797.0,64.0,64.0,0.5204,0.0154554,0.0154554
1011.0,TOI 1011,5413.7,132.8,132.8,0.94,0.05,0.05
1074.0,TOI 1074,5206.0,183.0,183.0,0.741671,0.0479724,0.0479724
1094.0,TOI 1094,7710.0,140.2,140.2,2.28,0.09,0.09
1095.0,TOI 1095,7066.0,133.7,133.7,2.6647301,0.10601,0.10601
1119.0,TOI 1119,6456.0,127.2,127.2,2.07,0.1,0.1
1225.0,TOI 1225,5522.87,125.0,125.0,0.888163,0.0508468,0.0508468
1490.0,TOI 1490,4939.0,122.0,122.0,5.11,,
1528.0,TOI 1528,,,,,,
1608.0,TOI 1608,6057.7,67.1,67.1,2.13,0.09,0.09
1641.0,TOI 1641,9898.0,151.436,151.436,3.4,0.52,0.52
1649.0,TOI 1649,8170.0,258.8,258.8,1.78,0.06,0.06
1675.0,TOI 1675,7478.0,216.5,216.5,2.06,0.07,0.07
1727.0,TOI 1727,5566.0,147.029,147.029,0.98869,0.0525879,0.0525879
1847.0,TOI 1847,5076.0,127.7,127.7,0.83,0.05,0.05
1970.0,TOI 1970,6432.2,218.0,218.0,1.56996,0.0796985,0.0796985
1981.0,TOI 1981,8749.3,281.8,281.8,2.14,0.07,0.07
1995.0,TOI 1995,7804.8,128.2,128.2,4.44,0.15,0.15
2035.0,TOI 2035,9387.0,,,2.35,,
2108.0,TOI 2108,6300.0,133.3,133.3,1.42268,0.0666332,0.0666332
2114.0,TOI 2114,6382.0,131.3,131.3,2.1,0.1,0.1
2157.0,TOI 2157,5756.0,125.4,125.4,0.93,0.05,0.05
2232.0,TOI 2232,,,,,,
2361.0,TOI 2361,5395.0,128.5,128.5,1.06,0.06,0.06
2390.0,TOI 2390,7022.0,6973.5,6973.5,1.99761,0.0950254,0.0950254
2396.0,TOI 2396,5735.0,128.1,128.1,1.76,0.09,0.09
2492.0,TOI 2492,6519.0,1072.3,1072.3,1.49,0.33,0.33
2546.0,TOI 2546,6125.96,133.255,133.255,1.46,0.08,0.08
2556.0,TOI 2556,5886.2,140.7,140.7,1.3302799,0.0712361,0.0712361
2595.0,TOI 2595,6033.7,142.9,142.9,1.02,0.06,0.06
2618.0,TOI 2618,7386.5,203.3,203.3,1.59,0.07,0.07
2626.0,TOI 2626,4404.0,121.8,121.8,0.752032,0.0624674,0.0624674
2638.0,TOI 2638,5780.0,,,,,
2644.0,TOI 2644,5383.0,,,0.983025,,
2665.0,TOI 2665,6112.0,132.1,132.1,1.3,0.06,0.06
2859.0,TOI 2859,6551.0,133.0,133.0,1.73,0.08,0.08
3077.0,TOI 3077,7689.0,154.2,154.2,2.07,0.09,0.09
3112.0,TOI 3112,4911.0,128.1,128.1,1.19,0.08,0.08
3147.0,TOI 3147,5230.5,107.6,107.6,,,
3291.0,TOI 3291,5302.0,,,0.95,,
3342.0,TOI 3342,5748.0,126.0,126.0,1.09,0.05,0.05
3386.0,TOI 3386,6446.0,135.2,135.2,1.13,0.05,0.05
3459.0,TOI 3459,5030.7,172.3,172.3,,,
3480.0,TOI 3480,5830.0,166.9,166.9,,,
3485.0,TOI 3485,4554.0,122.3,122.3,0.77,0.06,0.06
3645.0,TOI 3645,5585.0,122.3,122.3,1.13,0.06,0.06
3874.0,TOI 3874,5997.0,122.0,122.0,1.25,,
3927.0,TOI 3927,5353.0,202.7,202.7,1.08,0.06,0.06
3978.0,TOI 3978,5548.0,122.0,122.0,2.02,,
4041.0,TOI 4041,5914.8,118.2,118.2,1.41,0.07,0.07
4133.0,TOI 4133,5766.9,283.8,283.8,,,
4136.0,TOI 4136,6357.0,144.5,144.5,1.5,0.07,0.07
4153.0,TOI 4153,6411.0,231.7,231.7,1.67219,0.0757286,0.0757286
4218.0,TOI 4218,6976.0,129.5,129.5,1.58,0.07,0.07
4290.0,TOI 4290,5313.0,126.0,126.0,0.8,0.04,0.04
4373.0,TOI 4373,7217.6,90.0,90.0,1.63,0.05,0.05
4390.0,TOI 4390,5095.6,1222.5,1222.5,,,
4425.0,TOI 4425,6468.0,134.0,134.0,1.47364,0.06358,0.06358
4493.0,TOI 4493,4954.0,122.0,122.0,2.82,,
4529.0,TOI 4529,3611.0,157.0,157.0,0.492759,0.0147634,0.0147634
4543.0,TOI 4543,4837.8,251.9,251.9,3.19,0.34,0.34
4550.0,TOI 4550,7751.0,937.7,937.7,2.57,0.08,0.08
4552.0,TOI 4552,3304.0,100.0,100.0,0.286178,0.008567,0.008567
4598.0,TOI 4598,6011.0,133.1,133.1,1.76,0.08,0.08
4873.0,TOI 4873,5983.0,132.1,132.1,1.1,0.06,0.06
4915.0,TOI 4915,,,,,,
5069.0,TOI 5069,6332.0,125.5,125.5,1.87,0.09,0.09
5088.0,TOI 5088,5638.7,108.8,108.8,0.87,0.04,0.04
5261.0,TOI 5261,5686.0,123.6,123.6,1.04,0.05,0.05
5346.0,TOI 5346,6441.1,67.6,67.6,1.18,,
5379.0,TOI 5379,6385.0,132.8,132.8,1.47,0.07,0.07
5386.0,TOI 5386,5920.2,43.2,43.2,1.43,0.07,0.07
5438.0,TOI 5438,5860.5,,,1.51,,
5457.0,TOI 5457,6580.3,133.9,133.9,1.66,0.1,0.1
5484.0,TOI 5484,6655.8,268.0,268.0,1.49,0.12,0.12
5516.0,TOI 5516,6077.0,123.1,123.1,2.02,0.15,0.15
5549.0,TOI 5549,4921.0,784.763,784.763,1.30646,0.22103,0.22103
5625.0,TOI 5625,6351.0,128.7,128.7,2.4,0.11,0.11
5681.0,TOI 5681,4974.0,126.4,126.4,0.88,0.06,0.06
5734.0,TOI 5734,4645.0,128.1,128.1,0.693766,0.0532161,0.0532161
5783.0,TOI 5783,5483.0,126.8,126.8,0.93,0.05,0.05
5809.0,TOI 5809,4115.1,117.7,117.7,0.88,0.05,0.05
5938.0,TOI 5938,4452.0,130.0,130.0,0.74,0.06,0.06
5978.0,TOI 5978,5632.0,131.337,131.337,0.977079,0.050804,0.050804
6008.0,TOI 6008,3098.0,157.0,157.0,0.235048,0.0069986,0.0069986
6018.0,TOI 6018,4983.53,97.1001,97.1001,0.708945,0.0356834,0.0356834
6046.0,TOI 6046,5845.0,122.0,122.0,1.01592,,
6058.0,TOI 6058,4403.0,127.8,127.8,0.71,0.06,0.06
6059.0,TOI 6059,5413.7,119.9,119.9,0.85,0.05,0.05
6068.0,TOI 6068,6718.0,134.2,134.2,1.37,0.06,0.06
6095.0,TOI 6095,5260.0,122.8,122.8,0.8,0.04,0.04
6254.0,TOI 6254,5317.0,127.663,127.663,0.885814,0.0503593,0.0503593
6284.0,TOI 6284,3548.0,157.0,157.0,0.47,0.01,0.01
6393.0,TOI 6393,5022.0,125.4,125.4,0.77,0.05,0.05
6652.0,TOI 6652,5745.0,124.8,124.8,1.01,0.05,0.05
6717.0,TOI 6717,3254.0,157.0,157.0,0.219973,0.0068233,0.0068233
6722.0,TOI 6722,5221.0,122.0,122.0,0.741696,,
6978.0,TOI 6978,4747.13,126.432,126.432,0.750709,0.053608,0.053608
