Host_ID,#,Flare_epcoh_TESS,Fl_Epochh,a,b,Teff,abb,Phase,Obs_time,Chi_Sq
G_219101992_kappa_0_27,1,1745.4899885070447,2458745.4899885072,1.313406780286568,-2.5619042038083677,4000,1,0.5562821586616338,972000,0.313037240703441
G_219101992_kappa_0_27,1,1747.1649910514063,2458747.1649910514,1.2578927629082164,-2.493810111015745,4000,1,0.7778066719882191,972000,0.3962551778755099
G_219101992_kappa_0_29,1,1758.7927828801505,2458758.7927828804,1.4039849833015157,-2.939427348268073,4000,1,0.0977677395567298,972000,0.18460038355602806
G_219101992_kappa_0_29,2,1758.8427829394413,2458758.8427829393,1.6194972678263926,-2.387412498722485,4000,1,0.1077677513472736,972000,0.17984283658369085
G_219101992_kappa_0_29,1,1758.0566709883688,2458758.0566709884,1.3753036713922853,-2.8201341293684665,4000,1,0.4445414623245597,972000,0.3282588575262781
G_219101992_kappa_0_30,1,1747.0441574976005,2458747.0441574976,1.0974050459335574,-2.512807005707684,4000,1,0.22425647508352994,972000,0.5276114849216985
G_219101992_kappa_0_30,1,1741.138597161186,2458741.138597161,0.9142854913691637,-2.560075205226462,4000,1,0.7282652790658176,972000,0.8834101066699909
G_219101992_kappa_0_30,2,1741.331652710624,2458741.3316527107,1.6268234947450806,-2.7735989273687287,4000,1,0.7668763889931143,972000,0.07472475815430624
G_219101992_kappa_0_30,3,1743.806653569853,2458743.80665357,1.1511373461453165,-2.611339739240104,4000,1,0.2618765608407557,972000,0.3159178269942723
G_219101992_kappa_0_31,1,1740.6205416744278,2458740.6205416746,1.324721779385777,-3.2240192073280345,4000,1,0.1342399106360972,972000,1.1869826788389943
G_219101992_kappa_0_31,1,1753.7025028520898,2458753.7025028523,1.1966212197773998,-2.626399259787236,4000,1,0.5832138513214886,972000,0.2743389789549282
G_219101992_kappa_0_31,1,1758.769171741329,2458758.7691717413,1.4193485680042033,-3.1916512026963364,4000,1,0.9536092096939683,972000,0.41328142273913515
G_219101992_kappa_0_32,1,1758.1983377921906,2458758.1983377924,1.4322418761570466,-2.7904093003881725,4000,1,0.20524655329063535,972000,0.29297125275093766
G_219101992_kappa_0_33,1,1756.653892168642,2458756.653892169,0.7959041395127832,-2.5990952490351105,4000,1,0.8522311642765998,972000,2.0757687773769726
G_219101992_kappa_0_33,1,1741.1830416032808,2458741.1830416033,1.4418637177863507,-2.3206962656186874,4000,1,0.6650883630849421,972000,2.3953434658418216
G_219101992_kappa_0_33,1,1747.2844357201318,2458747.28443572,1.5191081433003752,-3.4592761117953383,4000,1,0.009775311127305031,972000,0.10178021257555171
G_219101992_kappa_0_34,1,1741.585819385437,2458741.5858193855,1.0158494405943757,-2.5238911107552324,4000,1,0.7027966806665062,972000,0.5122953535193215
G_219101992_kappa_0_34,2,1741.7233193975107,2458741.7233193973,1.6577250591920227,-4.263875828446587,4000,1,0.7302966830320656,972000,0.11373404265428914
G_219101992_kappa_0_34,1,1745.3316549851188,2458745.331654985,1.0116927017824895,-2.2721646829620488,4000,1,0.347743153758347,972000,0.4445442857482436
G_219101992_kappa_0_34,1,1747.901103652445,2458747.9011036525,1.2879538223701046,-2.806438307130336,4000,1,0.9903301689773798,972000,0.18227096021497097
G_219101992_kappa_0_34,1,1760.4441742023942,2458760.4441742026,1.0555420467657683,-2.7842167219718306,4000,1,0.00013782931491732598,972000,0.8053696704416953
G_219101992_kappa_0_35,1,1754.0552805579919,2458754.055280558,1.4235764172051122,-2.7124558159642405,4000,1,0.46882908819243313,972000,0.09846125457773325
G_219101992_kappa_0_35,1,1758.0219487334575,2458758.0219487334,1.5712852571076346,-3.3869991795409264,4000,1,0.30484903333708646,972000,0.13065210905437502
G_219101992_kappa_0_35,2,1758.8427829394413,2458758.8427829393,1.62892826741608,-3.0130678116875775,4000,1,0.4690158745273948,972000,0.09905400740039384
G_219101992_kappa_0_35,1,1744.7580432582204,2458744.7580432585,1.4390076867845225,-1.6936890899766226,4000,1,0.6401824610307812,972000,0.03298087546255554
G_219101992_kappa_0_35,1,1759.8386176339159,2458759.838617634,1.1713690098280702,-2.741770526171675,4000,1,0.2635542694479227,972000,0.27701223359017807
G_219101992_kappa_0_36,1,1755.5233361715336,2458755.5233361716,1.399129810347603,-2.6885294459020233,4000,1,0.39647382535040376,972000,0.09731582169939282
G_219101992_kappa_0_36,1,1747.1733244001807,2458747.1733244,1.3466145565204597,-2.8699427548155683,4000,1,0.3933249212801456,972000,0.34719732309961393
G_219101992_kappa_0_36,2,1748.0691595868902,2458748.069159587,1.6292725780008457,-4.206234926893061,4000,1,0.5724919586442411,972000,0.279891403121088
G_219101992_kappa_0_36,3,1758.984449778594,2458758.9844497787,1.2022880353942058,-2.7427549465429695,4000,1,0.755549996998161,972000,0.8720640608068323
G_219101992_kappa_0_36,4,1759.1122277177367,2458759.112227718,1.6512025011207407,-5.0999587012215795,4000,1,0.7811055848374963,972000,0.14086532873864682
G_219101992_kappa_0_37,1,1760.9538974037623,2458760.9538974036,1.242913288651994,-2.722340797986866,4000,1,0.7747445426881313,972000,0.4012567121227234
G_219101992_kappa_0_37,2,1761.0455642601614,2458761.0455642603,1.6157184005312695,-3.252097757225059,4000,1,0.793077914044261,972000,0.08767028047730828
G_219101992_kappa_0_37,1,1752.1288923680795,2458752.128892368,1.5137278657136854,-3.640919427278581,4000,1,0.11132446927949786,972000,0.38904865095821134
G_219101992_kappa_0_37,2,1752.383058921157,2458752.383058921,1.5658414145512578,-1.5597931223013768,4000,1,0.16215777983888985,972000,0.010189376552027174
G_219101992_kappa_0_38,1,1755.3441694666753,2458755.3441694668,1.2060221305266587,-2.8845989136368595,4000,1,0.15576554676517845,972000,1.322085914715151
G_219101992_kappa_0_39,1,1757.7761151789796,2458757.776115179,0.9142434639298352,-2.5288592460146604,4000,1,0.3372223579324782,972000,1.1312890266882265
G_219101992_kappa_0_40,1,1753.926113913867,2458753.9261139138,0.935640208320244,-2.560246670832755,4000,1,0.4274495914578438,972000,0.7544508511069314
G_219101992_kappa_0_40,2,1754.63166940048,2458754.6316694003,1.6365949523870895,-2.52619497337537,4000,1,0.5685606887564063,972000,0.1809058757934786
G_219101992_kappa_0_40,1,1757.831670782943,2458757.831670783,1.1087214337078282,-2.418981558959858,4000,1,0.31885595796629784,972000,0.354899024830505
G_219101992_kappa_0_40,2,1757.9094486300264,2458757.90944863,1.638946326484277,-3.2921015141009264,4000,1,0.33441152740269897,972000,0.11760753756563007
G_219101992_kappa_0_40,1,1745.0038768427312,2458745.0038768426,1.1585522479522723,-2.5220844231702033,4000,1,0.6710083884187042,972000,0.30241610593191287
G_219101992_kappa_0_40,1,1754.9136138547474,2458754.913613855,0.9534371318980043,-2.354371118934816,4000,1,0.5041578119620681,972000,0.388504837295332
G_219101992_kappa_0_40,1,1756.8775034085006,2458756.8775034086,1.5419373638900042,-3.1496847330074305,4000,1,0.04987473543733358,972000,0.16008535853238332
G_219101992_kappa_0_40,2,1757.2886147927234,2458757.2886147927,1.6079118309398759,-3.1101796742082892,4000,1,0.13209701227024198,972000,0.19956073959891316
G_219101992_kappa_0_41,1,1745.4899885070447,2458745.4899885072,1.3062500450447674,-2.907429748590151,4000,1,0.7466977747157216,972000,0.21131943007035256
G_219101992_kappa_0_41,2,1746.137211588563,2458746.1372115887,1.6012446185832792,-3.1427522969100714,4000,1,0.8761423910036683,972000,0.19536586258684807
G_219101992_kappa_0_41,1,1741.3024860441997,2458741.3024860444,1.359192097500653,-2.78577690978001,4000,1,0.758702139928937,972000,0.19213587404544305
G_219101992_kappa_0_41,2,1741.4094304889397,2458741.409430489,1.6261858748848006,-4.2435635322295076,4000,1,0.7800910288468004,972000,0.14416123288133423
G_219101992_kappa_0_42,1,1742.849708587103,2458742.849708587,1.355372734264594,-2.1324094932248125,4000,1,0.5815654315054417,972000,1.1527289967297376
G_219101992_kappa_0_42,1,1745.485821835309,2458745.485821835,1.1571213136812213,-2.613353832598795,4000,1,0.3484557413496077,972000,0.2988267328921618
G_219101992_kappa_0_42,1,1753.987225013766,2458753.987225014,1.1749596280772914,-2.7616009101629415,4000,1,0.30442495858296753,972000,0.32812322722083703
G_219101992_kappa_0_43,1,1754.3983360752036,2458754.3983360752,1.1303368799287437,-2.5766532612273507,4000,1,0.8574331663548946,972000,0.4468616345004573
G_219101992_kappa_0_44,1,1740.7066527688444,2458740.706652769,1.499681369808673,-3.172840609881918,4000,1,0.7109385067597032,972000,0.17282967336515861
G_219101992_kappa_0_44,1,1758.651116049929,2458758.65111605,0.6221510467765787,-1.7793479591356023,4000,1,0.2505469644442201,972000,9.578234333761475
G_219101992_kappa_0_44,1,1758.6955605449843,2458758.695560545,1.6939445299799027,-2.0990544957166573,4000,1,0.687500823289156,972000,0.25445962220956825
G_219101992_kappa_0_44,1,1760.6663968362473,2458760.6663968363,0.9837060265290734,-1.21506406993241,4000,1,0.6895664379000663,972000,3.195056961553497
G_219101992_kappa_0_45,1,1739.1455422392933,2458739.1455422393,1.1485638946566075,-2.6228914440738276,4000,1,0.7906945933587849,972000,0.16685507981074763
G_219101992_kappa_0_47,1,1760.6413967887938,2458760.641396789,1.1972177339089543,-1.5124028923565478,4000,1,0.015323917008936405,972000,0.781555237970274
G_219101992_kappa_0_48,1,1759.1372277499586,2458759.13722775,1.1074977185023902,-2.6427634874877812,4000,1,0.41398942451924087,972000,0.42533601643799257
G_219101992_kappa_0_48,1,1739.5441531579072,2458739.544153158,1.09227170925358,-2.3875752648805055,4000,1,0.4194517532363534,972000,0.1700389785584019
G_219101992_kappa_0_48,2,1740.5552639106877,2458740.555263911,1.6044323137955196,-1.565070261321607,4000,1,0.6216739038005471,972000,0.09911629294847367
G_219101992_kappa_0_48,1,1751.8511146847666,2458751.8511146847,1.2124841777617896,-2.562025175841429,4000,1,0.34390203999355434,972000,0.1642193460943564
G_219101992_kappa_0_49,1,1752.115003484923,2458752.1150034848,0.9473786374451295,-2.6598201770238483,4000,1,0.12689655544236303,972000,1.291507606546317
G_219101992_kappa_0.25_0,1,1740.7122083233944,2458740.712208323,1.06848154285957,-2.38237010067442,4000,1,0.2507823069579899,972000,0.19096432838961266
G_219101992_kappa_0.25_0,1,1741.8344305223045,2458741.8344305223,1.2931230604968418,-2.620752980711175,4000,1,0.9169062952511012,972000,0.20834213448707345
G_219101992_kappa_0.25_1,1,1748.4011048275586,2458748.4011048274,0.9334990963799357,-2.594786489129853,4000,1,0.1328444520011544,972000,1.2249451195512207
G_219101992_kappa_0.25_1,1,1752.2650034199198,2458752.26500342,1.0741402143585452,-2.61860854547943,4000,1,0.019354063365608454,972000,0.4568710230517584
G_219101992_kappa_0.25_1,1,1755.056669423483,2458755.0566694234,1.360259745647134,-2.9137809292546506,4000,1,0.20264999996870756,972000,0.3105810216341199
G_219101992_kappa_0.25_1,2,1755.62194730736,2458755.621947307,1.6257641947051822,-4.995229980819389,4000,1,0.31570557672530414,972000,0.330160126248262
G_219101992_kappa_0.25_1,1,1746.862212732973,2458746.862212733,1.0289113312080136,-2.2714156038698645,4000,1,0.5742384098470211,972000,0.596095938873671
G_219101992_kappa_0.25_2,1,1757.831670782943,2458757.831670783,0.9951463821750712,-2.6548288322284006,4000,1,0.11513671921566129,972000,0.6246231373513184
G_219101992_kappa_0.25_2,1,1752.0636146165575,2458752.0636146166,0.9550644073027617,-2.337743173594613,4000,1,0.40906643196940423,972000,0.2065673281555684
G_219101992_kappa_0.25_2,2,1752.383058921157,2458752.383058921,1.5946667945643307,-3.413391944024765,4000,1,0.47295529283583165,972000,0.3170141404940728
G_219101992_kappa_0.25_2,1,1756.977503470569,2458756.9775034706,1.1489678242819488,-2.1915106110657887,4000,1,0.556313892826438,972000,0.15467401365373132
G_219101992_kappa_0.25_2,1,1745.5233218811356,2458745.523321881,1.1756322331921951,-2.701824302599632,4000,1,0.31958529725670815,972000,0.45446845803866925
G_219101992_kappa_0.25_2,2,1745.646933146639,2458745.6469331468,1.6399713481195084,-3.437750373622184,4000,1,0.3443075504153967,972000,0.07865683375939707
G_219101992_kappa_0.25_2,1,1739.760819727875,2458739.760819728,1.3684412893552114,-3.0745937026754793,4000,1,0.9428466450423002,972000,0.36572396077852815
G_219101992_kappa_0.25_2,2,1739.9219307732292,2458739.921930773,1.6578645122532782,-4.262836761211243,4000,1,0.9750688540749252,972000,0.08875252809594479
G_219101992_kappa_0.25_3,1,1754.134447213025,2458754.134447213,1.2815797136951426,-2.0943506189426286,4000,1,0.6641098612919449,972000,0.4422708532583092
G_219101992_kappa_0.25_3,1,1740.4733194855419,2458740.4733194853,1.0319653840929268,-1.8648433194501604,4000,1,0.802888915501535,972000,1.2905701423832785
G_219101992_kappa_0.25_3,1,1742.1316527983445,2458742.1316527985,0.7164394454013652,-2.414900838208545,4000,1,0.6942932958714664,972000,1.5214785068473462
G_219101992_kappa_0.25_3,2,1742.616375162007,2458742.616375162,1.6239191847390162,-3.1569738004951464,4000,1,0.7912377685308456,972000,0.09041005427626389
G_219101992_kappa_0.25_3,1,1754.565002734621,2458754.565002735,0.8073107436901936,-2.535766350945885,4000,1,0.8590721351094543,972000,2.13528701661353
G_219101992_kappa_0.25_3,1,1757.1191702299557,2458757.11917023,1.1412263889242078,-2.3666297867711603,4000,1,0.389428632427007,972000,0.1650892149964736
G_219101992_kappa_0.25_4,1,1757.3705592973115,2458757.3705592975,1.3035015326213386,-2.761148811349889,4000,1,0.6079129884019494,972000,0.24774933040412617
G_219101992_kappa_0.25_5,1,1743.0983198129506,2458743.098319813,1.3813855476800576,-3.1139099664771743,4000,1,0.5675354053266346,972000,0.2737612749395418
G_219101992_kappa_0.25_5,1,1743.045542009349,2458743.045542009,1.2958506908663254,-2.9870404802970163,4000,1,0.25158183500170705,972000,0.2479545399601305
G_219101992_kappa_0.25_5,1,1743.3510977253964,2458743.3510977253,0.7503083897134665,-2.295704099532051,4000,1,0.9069735016673803,972000,0.4272895383263541
G_219101992_kappa_0.25_6,1,1753.8025028284246,2458753.8025028287,1.4716943205067965,-2.932919913735501,4000,1,0.5995948980562389,972000,0.31961651851856304
G_219101992_kappa_0.25_7,1,1743.5177644908358,2458743.517764491,0.9127188852890213,-2.6405626490580816,4000,1,0.6090235157869757,972000,1.4401482261043295
G_219101992_kappa_0.25_7,1,1747.976103819616,2458747.9761038194,0.7242666128798794,-2.3158954658131266,4000,1,0.32375302352011204,972000,0.3726742931528071
G_219101992_kappa_0.25_7,1,1756.4594476234556,2458756.459447623,1.3776563488934155,-2.3751512865067235,4000,1,0.6783446024172008,972000,0.24188852681803136
G_219101992_kappa_0.25_8,1,1743.97332035721,2458743.973320357,1.244212566794841,-2.5669751200046376,4000,1,0.15472400235012174,972000,0.18719823080743414
G_219101992_kappa_0.25_8,1,1747.4399915775282,2458747.4399915775,0.5625474065101039,-1.7584689932107707,4000,1,0.5410771967843175,972000,3.1404840278142037
G_219101992_kappa_0.25_8,2,1748.0691595868902,2458748.069159587,1.6380207943307534,-1.7482666943662053,4000,1,0.6669107986614108,972000,0.06256212125735686
G_219101992_kappa_0.25_10,1,1760.0011178909094,2458760.0011178907,1.1219918142006433,-2.760747030437307,4000,1,0.7793678062967956,972000,0.4135982083176449
G_219101992_kappa_0.25_10,1,1754.0802805541407,2458754.080280554,0.9617897752078112,-2.642477706360723,4000,1,0.6013615876436234,972000,1.151846278344989
G_219101992_kappa_0.25_12,1,1743.7830424422973,2458743.7830424425,1.4863498978039138,-2.9984835449000484,4000,1,0.6246403245255351,972000,0.1830481375759473
